throughput_veh_h,speed_m_s,stops_per_vehicle,fuel_mpg,co2_g_mi,nox_mg_mi,controller,episode,mode
3769.030969030969,14.972577070010567,0.2728136882129277,21.76000641600848,428.6413679139784,170.23264585402094,Alinea,0,mixed
3848.151848151848,9.758335364316672,1.1753902662993572,18.10209140860719,498.5041349090058,203.33589370469423,Alinea,1,mixed
3876.9230769230767,12.237830607287108,0.4837812789620018,20.66105914098917,444.4194766048802,178.01893026883442,Alinea,2,mixed
3693.506493506493,10.869737912615651,0.7511870845204178,20.237014950825262,455.879469682654,183.02867737403508,Alinea,3,mixed
3848.151848151848,8.918165570481653,1.8014842300556584,16.694125859282014,544.9354219425741,224.4382598999882,Alinea,4,mixed
3772.627372627373,16.149813937872075,0.2017126546146527,22.912374914794785,401.278842617858,157.6140880204254,Alinea,5,mixed
4009.9900099900096,9.623546796761572,1.6597760551248923,16.254858062761034,571.6702768545989,236.7399825618608,Alinea,6,mixed
3704.2957042957046,12.447489785063102,0.5091965150048403,20.96465139864181,442.8544140989279,177.00538343739063,Alinea,7,mixed
3747.452547452548,10.617902750911124,1.492537313432836,16.866220886693483,539.9275616981815,221.91847232313623,Alinea,8,mixed
3866.133866133866,11.421386935357685,0.8870822041553749,19.22446625031658,488.3463854773544,198.12238737807215,Alinea,9,mixed
3686.3136863136874,13.46209615492283,0.3204633204633205,21.58778336694279,439.4933003102346,175.40955353897405,Alinea,10,mixed
3938.061938061938,12.960559295395218,0.478494623655914,20.91371481504004,443.7006177036941,177.73457369682444,Alinea,11,mixed
3923.676323676324,13.001448241498633,0.5569506726457399,20.053652526444743,470.439599499273,189.63157593956976,Alinea,12,mixed
3984.815184815185,11.648030563569373,0.6690582959641256,19.78869396386635,463.9509253053116,187.39467589583987,Alinea,13,mixed
3826.5734265734254,11.47999328599862,0.8288119738072965,19.55823507051233,465.7243077015744,187.9910659343132,Alinea,14,mixed
3880.519480519481,9.842542133546518,1.5124555160142348,16.94912921953731,543.6179881356088,223.6323797281395,Alinea,15,mixed
3858.941058941059,9.204676910002185,1.51,17.617328576745667,514.9626958787071,210.76137884689797,Alinea,16,mixed
3729.470529470529,13.342333799220812,0.3125,21.49352101341556,432.7918823119521,172.5624426281071,Alinea,17,mixed
3992.007992007992,10.222268622031413,1.5453752181500873,15.81732140541804,574.3807619699752,237.76206949457688,Alinea,18,mixed
3916.483516483516,15.246229220357078,0.3034734917733089,21.94566489630878,425.3974340134046,168.84482990209384,Alinea,19,mixed
3761.838161838161,17.184008572630578,0.2376425855513308,21.909079546501125,433.1690896392825,172.16255095497436,Fixed,0,mixed
3855.344655344655,10.269673591447484,0.9577594123048668,18.330632323513395,513.6626729644782,210.11093527269065,Fixed,1,mixed
3858.941058941059,10.894146424707722,0.6153846153846154,19.406117652311632,480.3241766024079,194.77355104797243,Fixed,2,mixed
3772.627372627373,17.50334644946784,0.1889838556505223,22.269803257622165,423.2469141002929,167.52950924761635,Fixed,3,mixed
3862.537462537463,12.409933560119962,0.6836734693877551,19.491921267515927,493.171731723658,199.88162578552712,Fixed,4,mixed
3772.627372627373,13.698694622061534,0.362511893434824,20.674050135891584,457.7570639648328,183.78478825688236,Fixed,5,mixed
3995.604395604396,9.7432222571389,1.574504737295435,15.722021647436758,604.9950857696243,251.9770816593337,Fixed,6,mixed
3704.2957042957046,11.140519044088666,0.6524685382381413,19.94668637434427,475.24725909032907,191.9194481126226,Fixed,7,mixed
3747.452547452548,11.1565125961766,1.2350746268656716,17.294098370511822,544.1455704558587,223.84653658760803,Fixed,8,mixed
3905.6943056943055,13.91959192595706,0.7244805781391147,19.56814849514417,492.5198363527224,199.702268550847,Fixed,9,mixed
3711.488511488512,13.364646122900108,0.6351351351351351,20.581008440317007,459.219070947458,184.25130875271824,Fixed,10,mixed
3880.519480519481,11.314461416190731,0.8118279569892473,19.52272302051012,481.9539473323228,195.61310756773517,Fixed,11,mixed
3923.676323676324,12.86787120225168,0.8197309417040358,19.04187825894273,501.8737329442412,204.09306526856903,Fixed,12,mixed
3981.218781218781,10.450937585586445,1.557847533632287,16.769590183228125,547.2677477611799,225.77106883307525,Fixed,13,mixed
3794.205794205794,10.377013939028,1.3882132834424696,17.182617845305256,542.7019477643382,223.35185269731983,Fixed,14,mixed
3902.097902097902,10.22689049367269,1.599644128113879,16.932636346138562,559.7726807768163,231.11942681595005,Fixed,15,mixed
3934.465534465535,11.900828094193436,0.8518181818181818,19.13960265628341,494.6013995797355,200.95937375870443,Fixed,16,mixed
3740.25974025974,15.966840192914193,0.3570075757575757,21.43462782742491,444.85937704773966,177.72098500451438,Fixed,17,mixed
3905.6943056943055,9.634015187366597,2.2260034904013963,15.346390499398442,611.8798366045511,254.8197097121505,Fixed,18,mixed
3916.483516483516,17.17686933917187,0.226691042047532,21.84459359769261,434.1025838917076,173.0082070351158,Fixed,19,mixed
