throughput_veh_h,speed_m_s,stops_per_vehicle,fuel_mpg,co2_g_mi,nox_mg_mi,controller,episode,mode
3772.627372627373,14.178575855240451,0.4923954372623574,20.63602402285512,461.70662313237136,185.58902206775275,Alinea,0,mixed
3898.501498501498,10.919802774778873,1.1294765840220389,18.391231482727367,512.7634600338699,209.5809719753032,Alinea,1,mixed
3876.9230769230767,11.863577527282368,0.7544022242817423,19.181747899943485,490.41792666777184,199.35910126960715,Alinea,2,mixed
3722.277722277722,13.852814433414524,0.7587844254510921,20.474169197621965,466.7439574134068,187.80149370063245,Alinea,3,mixed
3866.133866133866,13.18654011525236,1.137291280148423,18.56608177955932,518.3725992429769,211.43180787021967,Alinea,4,mixed
3772.627372627373,13.565139546408655,0.8753568030447193,20.09471267303654,478.6525178071204,193.40699829949628,Alinea,5,mixed
4024.375624375624,9.939335996643145,2.061855670103093,15.757133511773109,607.1607326769191,252.6980982002957,Alinea,6,mixed
3704.2957042957046,17.88046310280348,0.7250726040658277,21.7274636667132,444.1494939592409,177.09894031021125,Alinea,7,mixed
3747.452547452548,10.96333113593756,1.7378731343283582,16.340155308984325,575.1333373911502,237.87649503319324,Alinea,8,mixed
3869.73026973027,12.433474229097314,0.967479674796748,18.987601286468973,516.4803253414462,210.9555956538823,Alinea,9,mixed
3711.488511488512,15.388177041528875,0.7065637065637066,20.61079207106466,459.9831699227186,184.6007524094076,Alinea,10,mixed
3920.07992007992,12.258043016232309,0.996415770609319,19.37457073789369,491.91829434637793,199.9825358453821,Alinea,11,mixed
3927.272727272727,12.359223055996022,0.8565022421524664,19.63544681460255,492.7051871780004,199.97686418038623,Alinea,12,mixed
3999.200799200799,11.557513904688252,0.8439461883408071,19.198182099745587,489.2948050448134,199.08837733207324,Alinea,13,mixed
3830.16983016983,12.77582751059134,0.9971936389148736,19.345375640366356,493.6881818118352,200.4570229429342,Alinea,14,mixed
3887.712287712288,9.703575534919915,1.7802491103202849,16.336329172360458,584.4259473271076,242.61391064770143,Alinea,15,mixed
3887.712287712288,12.142440335347224,0.8127272727272727,19.332571395140025,492.5363514943613,199.8468155596265,Alinea,16,mixed
3765.434565434565,13.757056055118433,0.65625,20.24265926345473,471.5561226364389,190.12081381889556,Alinea,17,mixed
3995.604395604396,10.355602045745124,1.6902268760907504,15.489848860766331,601.1057475375314,249.98081244870195,Alinea,18,mixed
3855.344655344655,13.11712549125076,0.8053016453382084,20.3196005775218,470.1238170776954,189.56998524298157,Alinea,19,mixed
3733.066933066933,18.03509892151496,0.9857414448669202,20.615179756926008,538.2403410431997,220.36516095549084,Fixed,0,mixed
