throughput_veh_h,speed_m_s,stops_per_vehicle,fuel_mpg,co2_g_mi,nox_mg_mi,controller,episode,mode
4351.648351648351,6.24069552547286,5.0683890577507595,10.271176312385823,1010.4127383083194,436.7430386320927,Fixed,7,extreme
