throughput_veh_h,speed_m_s,stops_per_vehicle,fuel_mpg,co2_g_mi,nox_mg_mi,controller,episode,mode
3772.6273726273726,14.09144862563911,0.33365019011406843,21.473155874026542,430.94725548425777,171.48635098296282,ppo,0,mixed
3898.501498501498,11.954906940448934,0.6170798898071626,20.198350927458478,461.0141764610132,185.81742605761167,ppo,1,mixed
3844.5554445554444,10.129602709428019,0.5152919369786839,19.021566631100793,477.38812630415555,193.99868761290304,ppo,2,mixed
3776.2237762237764,15.734141873082912,0.2060778727445394,22.52240207064657,409.40608343284237,161.34397248325592,ppo,3,mixed
3794.205794205794,11.281541707452575,1.0120593692022264,18.996636285040776,491.5319233237859,199.29403986523678,ppo,4,mixed
3772.6273726273726,16.683481077546727,0.14367269267364416,23.003549072528386,401.4499720475741,157.7788130292402,ppo,5,mixed
4027.972027972028,10.641012435363999,0.8152920962199313,18.45707339655338,509.9592958794238,208.29916435786654,ppo,6,mixed
3704.2957042957046,18.283965050486167,0.08615682478218781,23.944628154384333,384.1880351892026,149.63630756540113,ppo,7,mixed
3787.012987012987,12.050751329737095,0.9636194029850746,19.191999347045144,481.41772133623397,194.96165974255194,ppo,8,mixed
3894.9050949050943,12.750905199174715,0.45438121047877145,20.68881043320332,451.55966939801857,181.14558947122907,ppo,9,mixed
3711.4885114885114,17.711879679082145,0.111003861003861,23.523778119406817,392.29787334481136,153.39704880836183,ppo,10,mixed
3981.2187812187813,13.762807115665145,0.41487455197132617,21.164387578431924,442.3071463845283,177.0770236843609,ppo,11,mixed
3963.236763236763,13.26758783399251,0.43766816143497755,20.378416982219072,462.5417052783668,186.09789094003023,ppo,12,mixed
3999.200799200799,11.084237994938718,0.5865470852017938,19.05861717460434,475.76404507760003,193.16984430077625,ppo,13,mixed
3830.16983016983,10.668876263135415,0.8952291861552854,17.808201195315153,512.7317119640635,209.62178984318518,ppo,14,mixed
3884.1158841158845,10.888771947166875,0.8790035587188612,18.17072863145791,515.4445536803697,210.65402993133264,ppo,15,mixed
3945.2547452547456,12.013310680891678,0.45454545454545453,19.865948108326126,469.3003327107399,189.31931945475756,ppo,16,mixed
3779.8201798201803,17.979184592286927,0.07007575757575757,23.41976261673158,393.3021221344432,153.92370345538887,ppo,17,mixed
3945.2547452547456,10.017510481867983,2.3158813263525304,15.446087587253711,596.8914746583539,247.86641147305883,ppo,18,mixed
3916.4835164835163,14.627714985916995,0.2806215722120658,21.68460544651501,433.05208431108656,172.67428641901435,ppo,19,mixed
