throughput_veh_h,speed_m_s,stops_per_vehicle,fuel_mpg,co2_g_mi,nox_mg_mi,controller,episode,mode
4542.257742257742,5.555408065934912,6.313988095238095,10.191087812605014,951.2119185337071,409.2912333385079,apexdqn,0,extreme
4506.293706293706,5.938457092313559,5.642540620384048,10.223332373219577,921.4319210657828,395.92984683503283,apexdqn,1,extreme
4470.32967032967,7.508585473498498,3.354790419161677,11.934265127948839,792.232344751953,336.9308856999858,apexdqn,2,extreme
4358.841158841159,8.291898778304427,3.3401826484018264,12.349452059701779,767.2509560726039,325.42123013646665,apexdqn,3,extreme
4405.5944055944055,7.070192317785833,4.003030303030303,11.780070550698207,807.2847401010334,343.78415862990687,apexdqn,4,extreme
4416.383616383617,7.261107342298693,3.9102468212415857,12.212774735301501,790.8385198559937,336.30374550515484,apexdqn,5,extreme
4571.028971028971,6.070982288994158,5.213613323678494,10.146999783959842,930.057157193586,399.52072343180913,apexdqn,6,extreme
4369.63036963037,7.354333240851316,4.104182509505703,11.744044530174074,813.5457433884791,346.66726919097624,apexdqn,7,extreme
4337.262737262738,11.295245056335206,1.2203389830508475,16.800462492853242,574.1296974661385,237.89709871271825,apexdqn,8,extreme
4423.576423576424,7.004113167948137,4.437311178247734,11.34213514129846,836.215963367516,356.8247103331635,apexdqn,9,extreme
4380.419580419581,6.708606783641203,4.368975903614458,11.743967366312127,831.874265562174,355.07887955911076,apexdqn,10,extreme
4491.9080919080925,5.835752705472261,5.498881431767338,10.4898133734193,909.1503810444702,390.1806961167866,apexdqn,11,extreme
4427.172827172827,5.106619602750806,6.6767751479289945,9.810589370483884,964.6896309727069,415.6517475149043,apexdqn,12,extreme
4538.661338661338,6.640236562087814,4.706617647058824,11.552404277934365,845.6706990573659,361.5807435314081,apexdqn,13,extreme
4344.455544455544,8.687891330320637,2.520642201834862,14.027919250207121,703.4551363667508,296.91244975233485,apexdqn,14,extreme
4427.172827172827,6.749585839072445,4.970059880239521,11.717609152335465,833.119722193527,355.68239320806254,apexdqn,15,extreme
4517.0829170829165,5.664596351513198,5.698518518518519,10.719950583545113,902.6389716710827,387.3654861816011,apexdqn,16,extreme
4337.262737262738,8.073541268066792,3.957692307692308,11.969761618838792,779.6491239372365,331.27719857878714,apexdqn,17,extreme
4513.486513486514,7.539356843482487,4.010204081632653,12.619656707406419,799.6523105996416,340.76275931497463,apexdqn,18,extreme
4466.733266733267,7.256920010275572,3.946308724832215,11.310582014829858,851.6405301180521,363.91793332183573,apexdqn,19,extreme
